State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Crop_original
karnataka,bijapur,2014,rabi,chickpea,171009.0,115021.0,Gram
karnataka,bijapur,2014,rabi,jowar,144817.0,134137.0,Jowar
karnataka,bijapur,2014,rabi,linseed,864.0,177.0,Linseed
karnataka,bijapur,2014,rabi,maize,7579.0,22824.0,Maize
karnataka,bijapur,2014,rabi,onion,5373.0,23781.0,Onion
karnataka,bijapur,2014,rabi,potato,2.0,31.0,Potato
karnataka,bijapur,2014,rabi,safflower,2631.0,980.0,Safflower
karnataka,bijapur,2014,rabi,sunflower,27262.0,11240.0,Sunflower
karnataka,bijapur,2014,rabi,wheat,53709.0,55207.0,Wheat
karnataka,bijapur,2014,summer,cotton,37.0,70.0,Cotton(lint)
karnataka,bijapur,2014,summer,cowpea(lobia),152.0,56.0,Cowpea(Lobia)
karnataka,bijapur,2014,summer,dry chillies,418.0,805.0,Dry chillies
karnataka,bijapur,2014,summer,groundnut,22331.0,15168.0,Groundnut
karnataka,bijapur,2014,summer,maize,3445.0,10358.0,Maize
karnataka,bijapur,2014,summer,onion,2471.0,9918.0,Onion
karnataka,bijapur,2014,summer,potato,22.0,302.0,Potato
karnataka,bijapur,2014,summer,sunflower,1183.0,691.0,Sunflower
karnataka,bijapur,2014,whole year,coconut,296.0,2641.0,Coconut 
karnataka,bijapur,2014,whole year,coriander,112.0,38.0,Coriander
karnataka,bijapur,2014,whole year,garlic,448.0,1379.0,Garlic
karnataka,bijapur,2014,whole year,sugarcane,49050.0,3914190.0,Sugarcane
karnataka,bijapur,2014,whole year,turmeric,63.0,377.0,Turmeric
karnataka,chamarajanagar,1998,kharif,pigeon peas,2487.0,572.0,Arhar/Tur
karnataka,chamarajanagar,1998,kharif,bajra,790.0,548.0,Bajra
karnataka,chamarajanagar,1998,kharif,castor seed,928.0,429.0,Castor seed
karnataka,chamarajanagar,1998,kharif,cotton,12738.0,32303.0,Cotton(lint)
karnataka,chamarajanagar,1998,kharif,groundnut,17248.0,22861.0,Groundnut
karnataka,chamarajanagar,1998,kharif,horse-gram,1175.0,534.0,Horse-gram
karnataka,chamarajanagar,1998,kharif,jowar,17425.0,14344.0,Jowar
karnataka,chamarajanagar,1998,kharif,maize,7137.0,30038.0,Maize
karnataka,chamarajanagar,1998,kharif,mung bean,423.0,83.0,Moong(Green Gram)
karnataka,chamarajanagar,1998,kharif,niger seed,848.0,175.0,Niger seed
karnataka,chamarajanagar,1998,kharif,onion,675.0,8324.0,Onion
karnataka,chamarajanagar,1998,kharif,peas & beans (pulses),109.0,1339.0,Peas & beans (Pulses)
karnataka,chamarajanagar,1998,kharif,ragi,20767.0,29866.0,Ragi
karnataka,chamarajanagar,1998,kharif,rice,16108.0,52488.0,Rice
karnataka,chamarajanagar,1998,kharif,sesamum,721.0,410.0,Sesamum
karnataka,chamarajanagar,1998,kharif,soyabean,29.0,31.0,Soyabean
karnataka,chamarajanagar,1998,kharif,sunflower,8197.0,4888.0,Sunflower
karnataka,chamarajanagar,1998,rabi,chickpea,748.0,201.0,Gram
karnataka,chamarajanagar,1998,rabi,groundnut,594.0,658.0,Groundnut
karnataka,chamarajanagar,1998,rabi,horse-gram,15881.0,7076.0,Horse-gram
karnataka,chamarajanagar,1998,rabi,jowar,120.0,83.0,Jowar
karnataka,chamarajanagar,1998,rabi,maize,1508.0,3093.0,Maize
karnataka,chamarajanagar,1998,rabi,mung bean,217.0,97.0,Moong(Green Gram)
karnataka,chamarajanagar,1998,rabi,onion,500.0,3536.0,Onion
karnataka,chamarajanagar,1998,rabi,peas & beans (pulses),7.0,29.0,Peas & beans (Pulses)
karnataka,chamarajanagar,1998,rabi,ragi,975.0,1416.0,Ragi
karnataka,chamarajanagar,1998,rabi,rice,70.0,153.0,Rice
karnataka,chamarajanagar,1998,rabi,sunflower,103.0,58.0,Sunflower
karnataka,chamarajanagar,1998,rabi,wheat,10.0,14.0,Wheat
karnataka,chamarajanagar,1998,summer,jowar,241.0,639.0,Jowar
karnataka,chamarajanagar,1998,summer,maize,484.0,1100.0,Maize
karnataka,chamarajanagar,1998,summer,onion,411.0,6053.0,Onion
karnataka,chamarajanagar,1998,summer,peas & beans (pulses),10.0,41.0,Peas & beans (Pulses)
karnataka,chamarajanagar,1998,summer,ragi,1742.0,4056.0,Ragi
karnataka,chamarajanagar,1998,summer,rice,2287.0,6709.0,Rice
karnataka,chamarajanagar,1998,summer,sunflower,108.0,61.0,Sunflower
karnataka,chamarajanagar,1998,whole year,arecanut,174.0,610.0,Arecanut
karnataka,chamarajanagar,1998,whole year,cardamom,16.0,1.0,Cardamom
karnataka,chamarajanagar,1998,whole year,coconut,7019.0,24995.0,Coconut 
karnataka,chamarajanagar,1998,whole year,coriander,166.0,16.0,Coriander
karnataka,chamarajanagar,1998,whole year,dry chillies,511.0,491.0,Dry chillies
karnataka,chamarajanagar,1998,whole year,garlic,113.0,232.0,Garlic
karnataka,chamarajanagar,1998,whole year,turmeric,2197.0,13325.0,Turmeric
karnataka,chamarajanagar,1999,kharif,pigeon peas,2053.0,511.0,Arhar/Tur
karnataka,chamarajanagar,1999,kharif,bajra,663.0,400.0,Bajra
karnataka,chamarajanagar,1999,kharif,castor seed,580.0,447.0,Castor seed
karnataka,chamarajanagar,1999,kharif,cotton,12157.0,16746.0,Cotton(lint)
karnataka,chamarajanagar,1999,kharif,groundnut,11448.0,13685.0,Groundnut
karnataka,chamarajanagar,1999,kharif,horse-gram,222.0,209.0,Horse-gram
karnataka,chamarajanagar,1999,kharif,jowar,25648.0,14071.0,Jowar
karnataka,chamarajanagar,1999,kharif,maize,9242.0,18623.0,Maize
karnataka,chamarajanagar,1999,kharif,mung bean,517.0,179.0,Moong(Green Gram)
karnataka,chamarajanagar,1999,kharif,niger seed,667.0,137.0,Niger seed
karnataka,chamarajanagar,1999,kharif,other kharif pulses,2190.0,1114.0,Other Kharif pulses
karnataka,chamarajanagar,1999,kharif,ragi,12758.0,16180.0,Ragi
karnataka,chamarajanagar,1999,kharif,rice,13892.0,41532.0,Rice
karnataka,chamarajanagar,1999,kharif,sesamum,1168.0,571.0,Sesamum
karnataka,chamarajanagar,1999,kharif,small millets,59.0,36.0,Small millets
karnataka,chamarajanagar,1999,kharif,soyabean,1.0,1.0,Soyabean
karnataka,chamarajanagar,1999,kharif,sunflower,6741.0,1602.0,Sunflower
karnataka,chamarajanagar,1999,kharif,urad,356.0,116.0,Urad
karnataka,chamarajanagar,1999,rabi,chickpea,1075.0,575.0,Gram
karnataka,chamarajanagar,1999,rabi,groundnut,425.0,467.0,Groundnut
karnataka,chamarajanagar,1999,rabi,horse-gram,18517.0,5172.0,Horse-gram
karnataka,chamarajanagar,1999,rabi,jowar,60.0,41.0,Jowar
karnataka,chamarajanagar,1999,rabi,maize,2932.0,7175.0,Maize
karnataka,chamarajanagar,1999,rabi,mung bean,397.0,99.0,Moong(Green Gram)
karnataka,chamarajanagar,1999,rabi,other rabi pulses,2909.0,314.0,Other  Rabi pulses
karnataka,chamarajanagar,1999,rabi,ragi,1279.0,1657.0,Ragi
karnataka,chamarajanagar,1999,rabi,rice,12.0,26.0,Rice
karnataka,chamarajanagar,1999,rabi,sunflower,65.0,47.0,Sunflower
karnataka,chamarajanagar,1999,rabi,urad,225.0,84.0,Urad
karnataka,chamarajanagar,1999,rabi,wheat,6.0,8.0,Wheat
karnataka,chamarajanagar,1999,summer,jowar,175.0,402.0,Jowar
karnataka,chamarajanagar,1999,summer,maize,328.0,600.0,Maize
karnataka,chamarajanagar,1999,summer,ragi,1728.0,2894.0,Ragi
karnataka,chamarajanagar,1999,summer,rice,1435.0,4451.0,Rice
karnataka,chamarajanagar,1999,summer,sunflower,177.0,100.0,Sunflower
karnataka,chamarajanagar,1999,whole year,banana,129.0,3513.0,Banana
karnataka,chamarajanagar,1999,whole year,cardamom,16.0,1.0,Cardamom
karnataka,chamarajanagar,1999,whole year,coconut,7047.0,25095.0,Coconut 
karnataka,chamarajanagar,1999,whole year,coriander,140.0,14.0,Coriander
karnataka,chamarajanagar,1999,whole year,dry chillies,508.0,527.0,Dry chillies
karnataka,chamarajanagar,1999,whole year,garlic,79.0,162.0,Garlic
karnataka,chamarajanagar,1999,whole year,onion,1243.0,22282.0,Onion
karnataka,chamarajanagar,1999,whole year,sugarcane,19079.0,2301881.0,Sugarcane
karnataka,chamarajanagar,1999,whole year,tobacco,85.0,50.0,Tobacco
karnataka,chamarajanagar,1999,whole year,turmeric,2759.0,15257.0,Turmeric
karnataka,chamarajanagar,2000,kharif,pigeon peas,2472.0,592.0,Arhar/Tur
karnataka,chamarajanagar,2000,kharif,bajra,677.0,510.0,Bajra
karnataka,chamarajanagar,2000,kharif,castor seed,427.0,547.0,Castor seed
karnataka,chamarajanagar,2000,kharif,cotton,9652.0,7944.0,Cotton(lint)
karnataka,chamarajanagar,2000,kharif,groundnut,6288.0,8058.0,Groundnut
karnataka,chamarajanagar,2000,kharif,horse-gram,367.0,166.0,Horse-gram
karnataka,chamarajanagar,2000,kharif,jowar,25620.0,17461.0,Jowar
karnataka,chamarajanagar,2000,kharif,maize,19773.0,53980.0,Maize
karnataka,chamarajanagar,2000,kharif,mung bean,838.0,348.0,Moong(Green Gram)
karnataka,chamarajanagar,2000,kharif,niger seed,697.0,144.0,Niger seed
karnataka,chamarajanagar,2000,kharif,other kharif pulses,5221.0,2319.0,Other Kharif pulses
karnataka,chamarajanagar,2000,kharif,ragi,22084.0,34312.0,Ragi
karnataka,chamarajanagar,2000,kharif,rice,16213.0,42295.0,Rice
karnataka,chamarajanagar,2000,kharif,sesamum,954.0,392.0,Sesamum
karnataka,chamarajanagar,2000,kharif,small millets,51.0,44.0,Small millets
karnataka,chamarajanagar,2000,kharif,soyabean,4.0,4.0,Soyabean
karnataka,chamarajanagar,2000,kharif,sunflower,2686.0,1186.0,Sunflower
karnataka,chamarajanagar,2000,kharif,urad,1053.0,407.0,Urad
karnataka,chamarajanagar,2000,rabi,chickpea,1100.0,714.0,Gram
karnataka,chamarajanagar,2000,rabi,groundnut,538.0,591.0,Groundnut
karnataka,chamarajanagar,2000,rabi,horse-gram,19659.0,6313.0,Horse-gram
karnataka,chamarajanagar,2000,rabi,maize,173.0,474.0,Maize
karnataka,chamarajanagar,2000,rabi,mung bean,687.0,184.0,Moong(Green Gram)
karnataka,chamarajanagar,2000,rabi,other rabi pulses,1692.0,200.0,Other  Rabi pulses
karnataka,chamarajanagar,2000,rabi,ragi,105.0,163.0,Ragi
karnataka,chamarajanagar,2000,rabi,rice,85.0,182.0,Rice
karnataka,chamarajanagar,2000,rabi,sunflower,8.0,6.0,Sunflower
karnataka,chamarajanagar,2000,rabi,urad,52.0,18.0,Urad
karnataka,chamarajanagar,2000,rabi,wheat,6.0,9.0,Wheat
karnataka,chamarajanagar,2000,summer,jowar,100.0,203.0,Jowar
karnataka,chamarajanagar,2000,summer,maize,269.0,756.0,Maize
karnataka,chamarajanagar,2000,summer,ragi,708.0,1375.0,Ragi
karnataka,chamarajanagar,2000,summer,rice,2485.0,6296.0,Rice
karnataka,chamarajanagar,2000,summer,sunflower,154.0,110.0,Sunflower
karnataka,chamarajanagar,2000,whole year,arecanut,329.0,234.0,Arecanut
karnataka,chamarajanagar,2000,whole year,banana,1132.0,24597.0,Banana
karnataka,chamarajanagar,2000,whole year,cardamom,14.0,1.0,Cardamom
karnataka,chamarajanagar,2000,whole year,coconut,7351.0,26177.0,Coconut 
karnataka,chamarajanagar,2000,whole year,coriander,119.0,12.0,Coriander
karnataka,chamarajanagar,2000,whole year,dry chillies,512.0,465.0,Dry chillies
karnataka,chamarajanagar,2000,whole year,garlic,88.0,180.0,Garlic
karnataka,chamarajanagar,2000,whole year,onion,1689.0,17041.0,Onion
karnataka,chamarajanagar,2000,whole year,potato,9.0,84.0,Potato
karnataka,chamarajanagar,2000,whole year,sugarcane,15397.0,1857648.0,Sugarcane
karnataka,chamarajanagar,2000,whole year,tobacco,65.0,48.0,Tobacco
karnataka,chamarajanagar,2000,whole year,turmeric,2890.0,15606.0,Turmeric
karnataka,chamarajanagar,2001,kharif,pigeon peas,2323.0,466.0,Arhar/Tur
karnataka,chamarajanagar,2001,kharif,bajra,323.0,160.0,Bajra
karnataka,chamarajanagar,2001,kharif,castor seed,778.0,576.0,Castor seed
karnataka,chamarajanagar,2001,kharif,cotton,10547.0,7085.0,Cotton(lint)
karnataka,chamarajanagar,2001,kharif,groundnut,16021.0,20834.0,Groundnut
karnataka,chamarajanagar,2001,kharif,horse-gram,2561.0,1353.0,Horse-gram
karnataka,chamarajanagar,2001,kharif,jowar,22443.0,10912.0,Jowar
karnataka,chamarajanagar,2001,kharif,maize,13134.0,33852.0,Maize
karnataka,chamarajanagar,2001,kharif,mung bean,848.0,221.0,Moong(Green Gram)
karnataka,chamarajanagar,2001,kharif,niger seed,680.0,140.0,Niger seed
karnataka,chamarajanagar,2001,kharif,other kharif pulses,4283.0,1886.0,Other Kharif pulses
karnataka,chamarajanagar,2001,kharif,ragi,23850.0,38708.0,Ragi
karnataka,chamarajanagar,2001,kharif,rice,16603.0,49259.0,Rice
karnataka,chamarajanagar,2001,kharif,sesamum,948.0,98.0,Sesamum
karnataka,chamarajanagar,2001,kharif,small millets,31.0,24.0,Small millets
karnataka,chamarajanagar,2001,kharif,sunflower,1952.0,641.0,Sunflower
karnataka,chamarajanagar,2001,kharif,urad,1720.0,636.0,Urad
karnataka,chamarajanagar,2001,rabi,chickpea,1073.0,630.0,Gram
karnataka,chamarajanagar,2001,rabi,horse-gram,26730.0,5180.0,Horse-gram
karnataka,chamarajanagar,2001,rabi,maize,2495.0,5560.0,Maize
karnataka,chamarajanagar,2001,rabi,mung bean,139.0,41.0,Moong(Green Gram)
karnataka,chamarajanagar,2001,rabi,other rabi pulses,2612.0,299.0,Other  Rabi pulses
karnataka,chamarajanagar,2001,rabi,ragi,2845.0,3325.0,Ragi
karnataka,chamarajanagar,2001,rabi,rice,600.0,1150.0,Rice
karnataka,chamarajanagar,2001,rabi,sunflower,2.0,1.0,Sunflower
karnataka,chamarajanagar,2001,rabi,urad,131.0,49.0,Urad
karnataka,chamarajanagar,2001,summer,jowar,266.0,522.0,Jowar
karnataka,chamarajanagar,2001,summer,maize,408.0,1073.0,Maize
karnataka,chamarajanagar,2001,summer,ragi,900.0,1587.0,Ragi
karnataka,chamarajanagar,2001,summer,rice,1788.0,5191.0,Rice
karnataka,chamarajanagar,2001,summer,sunflower,225.0,184.0,Sunflower
karnataka,chamarajanagar,2001,whole year,arecanut,279.0,198.0,Arecanut
karnataka,chamarajanagar,2001,whole year,coconut,7369.0,19683.0,Coconut 
karnataka,chamarajanagar,2001,whole year,coriander,18.0,2.0,Coriander
karnataka,chamarajanagar,2001,whole year,dry chillies,539.0,392.0,Dry chillies
karnataka,chamarajanagar,2001,whole year,onion,2283.0,19783.0,Onion
karnataka,chamarajanagar,2001,whole year,peas & beans (pulses),358.0,2169.0,Peas & beans (Pulses)
karnataka,chamarajanagar,2001,whole year,potato,10.0,90.0,Potato
karnataka,chamarajanagar,2001,whole year,sugarcane,18026.0,1729595.0,Sugarcane
karnataka,chamarajanagar,2001,whole year,turmeric,2973.0,18825.0,Turmeric
karnataka,chamarajanagar,2002,kharif,pigeon peas,2068.0,246.0,Arhar/Tur
karnataka,chamarajanagar,2002,kharif,bajra,572.0,377.0,Bajra
karnataka,chamarajanagar,2002,kharif,castor seed,836.0,772.0,Castor seed
karnataka,chamarajanagar,2002,kharif,cotton,5271.0,928.0,Cotton(lint)
karnataka,chamarajanagar,2002,kharif,groundnut,17793.0,12669.0,Groundnut
karnataka,chamarajanagar,2002,kharif,horse-gram,2505.0,980.0,Horse-gram
karnataka,chamarajanagar,2002,kharif,jowar,19468.0,4007.0,Jowar
karnataka,chamarajanagar,2002,kharif,maize,13403.0,36349.0,Maize
karnataka,chamarajanagar,2002,kharif,mung bean,1398.0,92.0,Moong(Green Gram)
karnataka,chamarajanagar,2002,kharif,niger seed,1279.0,263.0,Niger seed
karnataka,chamarajanagar,2002,kharif,other kharif pulses,5979.0,2712.0,Other Kharif pulses
karnataka,chamarajanagar,2002,kharif,ragi,21653.0,28460.0,Ragi
karnataka,chamarajanagar,2002,kharif,rice,10474.0,34458.0,Rice
karnataka,chamarajanagar,2002,kharif,sesamum,919.0,361.0,Sesamum
karnataka,chamarajanagar,2002,kharif,small millets,30.0,22.0,Small millets
karnataka,chamarajanagar,2002,kharif,sunflower,6219.0,1380.0,Sunflower
karnataka,chamarajanagar,2002,kharif,urad,1878.0,293.0,Urad
karnataka,chamarajanagar,2002,rabi,chickpea,1761.0,900.0,Gram
karnataka,chamarajanagar,2002,rabi,groundnut,409.0,458.0,Groundnut
karnataka,chamarajanagar,2002,rabi,horse-gram,26134.0,5263.0,Horse-gram
karnataka,chamarajanagar,2002,rabi,jowar,121.0,85.0,Jowar
karnataka,chamarajanagar,2002,rabi,maize,1610.0,4120.0,Maize
karnataka,chamarajanagar,2002,rabi,mung bean,406.0,71.0,Moong(Green Gram)
karnataka,chamarajanagar,2002,rabi,other rabi pulses,4400.0,498.0,Other  Rabi pulses
karnataka,chamarajanagar,2002,rabi,ragi,1167.0,1833.0,Ragi
karnataka,chamarajanagar,2002,rabi,rice,900.0,1879.0,Rice
karnataka,chamarajanagar,2002,rabi,sunflower,12.0,8.0,Sunflower
karnataka,chamarajanagar,2002,rabi,urad,303.0,36.0,Urad
karnataka,chamarajanagar,2002,summer,jowar,372.0,615.0,Jowar
karnataka,chamarajanagar,2002,summer,maize,1000.0,2556.0,Maize
karnataka,chamarajanagar,2002,summer,ragi,866.0,994.0,Ragi
karnataka,chamarajanagar,2002,summer,rice,669.0,1135.0,Rice
karnataka,chamarajanagar,2002,summer,sunflower,72.0,44.0,Sunflower
karnataka,chamarajanagar,2002,whole year,arcanut (processed),279.0,198.0,Arcanut (Processed)
karnataka,chamarajanagar,2002,whole year,atcanut (raw),279.0,979.0,Atcanut (Raw)
karnataka,chamarajanagar,2002,whole year,banana,1878.0,38490.0,Banana
karnataka,chamarajanagar,2002,whole year,beans & mutter(vegetable),328.0,686.0,Beans & Mutter(Vegetable)
karnataka,chamarajanagar,2002,whole year,brinjal,147.0,831.0,Brinjal
karnataka,chamarajanagar,2002,whole year,cardamom,13.0,1.0,Cardamom
karnataka,chamarajanagar,2002,whole year,cashewnut processed,137.0,12.0,Cashewnut Processed
karnataka,chamarajanagar,2002,whole year,cashewnut raw,137.0,47.0,Cashewnut Raw
karnataka,chamarajanagar,2002,whole year,citrus fruit,10.0,174.0,Citrus Fruit
karnataka,chamarajanagar,2002,whole year,coconut,7599.0,20297.0,Coconut 
karnataka,chamarajanagar,2002,whole year,coriander,26.0,3.0,Coriander
karnataka,chamarajanagar,2002,whole year,dry chillies,605.0,421.0,Dry chillies
karnataka,chamarajanagar,2002,whole year,garlic,115.0,236.0,Garlic
karnataka,chamarajanagar,2002,whole year,mango,237.0,1121.0,Mango
karnataka,chamarajanagar,2002,whole year,onion,2141.0,15993.0,Onion
karnataka,chamarajanagar,2002,whole year,other fresh fruits,137.0,430.0,Other Fresh Fruits
karnataka,chamarajanagar,2002,whole year,pome fruit,47.0,288.0,Pome Fruit
karnataka,chamarajanagar,2002,whole year,potato,5.0,10.0,Potato
karnataka,chamarajanagar,2002,whole year,sugarcane,16755.0,1687228.0,Sugarcane
karnataka,chamarajanagar,2002,whole year,tobacco,108.0,78.0,Tobacco
karnataka,chamarajanagar,2002,whole year,tomato,301.0,988.0,Tomato
karnataka,chamarajanagar,2002,whole year,turmeric,3753.0,17763.0,Turmeric
karnataka,chamarajanagar,2003,kharif,pigeon peas,1459.0,79.0,Arhar/Tur
karnataka,chamarajanagar,2003,kharif,bajra,241.0,160.0,Bajra
karnataka,chamarajanagar,2003,kharif,castor seed,540.0,484.0,Castor seed
karnataka,chamarajanagar,2003,kharif,cotton,5420.0,1143.0,Cotton(lint)
karnataka,chamarajanagar,2003,kharif,groundnut,18299.0,8805.0,Groundnut
karnataka,chamarajanagar,2003,kharif,horse-gram,3427.0,365.0,Horse-gram
karnataka,chamarajanagar,2003,kharif,jowar,16320.0,2109.0,Jowar
karnataka,chamarajanagar,2003,kharif,maize,16561.0,25387.0,Maize
karnataka,chamarajanagar,2003,kharif,mung bean,1299.0,194.0,Moong(Green Gram)
karnataka,chamarajanagar,2003,kharif,niger seed,1105.0,228.0,Niger seed
karnataka,chamarajanagar,2003,kharif,other kharif pulses,4652.0,2051.0,Other Kharif pulses
karnataka,chamarajanagar,2003,kharif,ragi,24133.0,15275.0,Ragi
karnataka,chamarajanagar,2003,kharif,rice,9729.0,26018.0,Rice
karnataka,chamarajanagar,2003,kharif,sesamum,598.0,263.0,Sesamum
karnataka,chamarajanagar,2003,kharif,small millets,25.0,14.0,Small millets
karnataka,chamarajanagar,2003,kharif,sunflower,3114.0,502.0,Sunflower
karnataka,chamarajanagar,2003,kharif,urad,1141.0,33.0,Urad
karnataka,chamarajanagar,2003,rabi,chickpea,2245.0,723.0,Gram
karnataka,chamarajanagar,2003,rabi,groundnut,90.0,87.0,Groundnut
karnataka,chamarajanagar,2003,rabi,horse-gram,20641.0,3000.0,Horse-gram
karnataka,chamarajanagar,2003,rabi,jowar,194.0,121.0,Jowar
karnataka,chamarajanagar,2003,rabi,maize,3804.0,3948.0,Maize
karnataka,chamarajanagar,2003,rabi,mung bean,295.0,86.0,Moong(Green Gram)
karnataka,chamarajanagar,2003,rabi,other rabi pulses,3009.0,338.0,Other  Rabi pulses
karnataka,chamarajanagar,2003,rabi,ragi,1934.0,1509.0,Ragi
karnataka,chamarajanagar,2003,rabi,rice,826.0,2448.0,Rice
karnataka,chamarajanagar,2003,rabi,sunflower,414.0,317.0,Sunflower
karnataka,chamarajanagar,2003,rabi,urad,549.0,289.0,Urad
karnataka,chamarajanagar,2003,summer,jowar,280.0,745.0,Jowar
karnataka,chamarajanagar,2003,summer,maize,573.0,1279.0,Maize
karnataka,chamarajanagar,2003,summer,ragi,1023.0,1217.0,Ragi
karnataka,chamarajanagar,2003,summer,rice,910.0,3302.0,Rice
karnataka,chamarajanagar,2003,summer,sunflower,419.0,221.0,Sunflower
karnataka,chamarajanagar,2003,whole year,arecanut,309.0,219.0,Arecanut
karnataka,chamarajanagar,2003,whole year,banana,3110.0,37818.0,Banana
karnataka,chamarajanagar,2003,whole year,beans & mutter(vegetable),282.0,405.0,Beans & Mutter(Vegetable)
karnataka,chamarajanagar,2003,whole year,brinjal,678.0,5290.0,Brinjal
karnataka,chamarajanagar,2003,whole year,cardamom,14.0,1.0,Cardamom
karnataka,chamarajanagar,2003,whole year,citrus fruit,24.0,380.0,Citrus Fruit
karnataka,chamarajanagar,2003,whole year,coconut,7613.0,20334.0,Coconut 
karnataka,chamarajanagar,2003,whole year,coriander,137.0,14.0,Coriander
karnataka,chamarajanagar,2003,whole year,dry chillies,498.0,311.0,Dry chillies
karnataka,chamarajanagar,2003,whole year,garlic,83.0,170.0,Garlic
karnataka,chamarajanagar,2003,whole year,grapes,22.0,645.0,Grapes
karnataka,chamarajanagar,2003,whole year,mango,236.0,945.0,Mango
karnataka,chamarajanagar,2003,whole year,onion,2278.0,23520.0,Onion
karnataka,chamarajanagar,2003,whole year,other fresh fruits,86.0,229.0,Other Fresh Fruits
karnataka,chamarajanagar,2003,whole year,pome fruit,39.0,215.0,Pome Fruit
karnataka,chamarajanagar,2003,whole year,potato,2.0,10.0,Potato
karnataka,chamarajanagar,2003,whole year,sugarcane,7581.0,626570.0,Sugarcane
karnataka,chamarajanagar,2003,whole year,tobacco,97.0,55.0,Tobacco
karnataka,chamarajanagar,2003,whole year,tomato,278.0,1718.0,Tomato
karnataka,chamarajanagar,2003,whole year,turmeric,3133.0,16091.0,Turmeric
karnataka,chamarajanagar,2004,kharif,pigeon peas,1898.0,1067.0,Arhar/Tur
karnataka,chamarajanagar,2004,kharif,bajra,619.0,499.0,Bajra
karnataka,chamarajanagar,2004,kharif,castor seed,629.0,546.0,Castor seed
karnataka,chamarajanagar,2004,kharif,cotton,14169.0,3485.0,Cotton(lint)
karnataka,chamarajanagar,2004,kharif,groundnut,20464.0,21120.0,Groundnut
karnataka,chamarajanagar,2004,kharif,horse-gram,525.0,131.0,Horse-gram
karnataka,chamarajanagar,2004,kharif,jowar,26890.0,32609.0,Jowar
karnataka,chamarajanagar,2004,kharif,maize,17858.0,48481.0,Maize
karnataka,chamarajanagar,2004,kharif,mung bean,2786.0,910.0,Moong(Green Gram)
karnataka,chamarajanagar,2004,kharif,niger seed,728.0,150.0,Niger seed
karnataka,chamarajanagar,2004,kharif,other kharif pulses,4793.0,2156.85,Other Kharif pulses
karnataka,chamarajanagar,2004,kharif,ragi,21159.0,30615.0,Ragi
karnataka,chamarajanagar,2004,kharif,rice,14425.0,48511.28,Rice
karnataka,chamarajanagar,2004,kharif,sesamum,1602.0,863.0,Sesamum
karnataka,chamarajanagar,2004,kharif,small millets,64.0,29.0,Small millets
karnataka,chamarajanagar,2004,kharif,sunflower,5437.0,2913.0,Sunflower
karnataka,chamarajanagar,2004,kharif,urad,3780.0,783.0,Urad
karnataka,chamarajanagar,2004,rabi,chickpea,2130.0,2028.0,Gram
karnataka,chamarajanagar,2004,rabi,groundnut,440.0,400.0,Groundnut
karnataka,chamarajanagar,2004,rabi,horse-gram,24663.0,9185.0,Horse-gram
karnataka,chamarajanagar,2004,rabi,maize,1482.0,4334.0,Maize
karnataka,chamarajanagar,2004,rabi,mung bean,260.0,63.0,Moong(Green Gram)
karnataka,chamarajanagar,2004,rabi,other rabi pulses,2684.0,317.0,Other  Rabi pulses
karnataka,chamarajanagar,2004,rabi,ragi,546.0,914.0,Ragi
karnataka,chamarajanagar,2004,rabi,rice,400.0,1349.0,Rice
karnataka,chamarajanagar,2004,rabi,sunflower,249.0,224.0,Sunflower
karnataka,chamarajanagar,2004,rabi,urad,72.0,25.0,Urad
karnataka,chamarajanagar,2004,summer,jowar,287.0,228.0,Jowar
karnataka,chamarajanagar,2004,summer,maize,779.0,1407.0,Maize
karnataka,chamarajanagar,2004,summer,ragi,505.0,804.0,Ragi
karnataka,chamarajanagar,2004,summer,rice,1205.0,5391.0,Rice
karnataka,chamarajanagar,2004,summer,sunflower,189.0,123.0,Sunflower
karnataka,chamarajanagar,2004,whole year,arecanut,309.0,219.0,Arecanut
karnataka,chamarajanagar,2004,whole year,banana,1801.0,26037.0,Banana
karnataka,chamarajanagar,2004,whole year,cardamom,10.0,1.0,Cardamom
karnataka,chamarajanagar,2004,whole year,coconut,12161.0,328103.78,Coconut 
karnataka,chamarajanagar,2004,whole year,coriander,118.0,12.0,Coriander
karnataka,chamarajanagar,2004,whole year,dry chillies,1018.0,666.0,Dry chillies
karnataka,chamarajanagar,2004,whole year,garlic,34.0,70.0,Garlic
karnataka,chamarajanagar,2004,whole year,onion,2547.0,28985.0,Onion
karnataka,chamarajanagar,2004,whole year,potato,13.0,80.0,Potato
karnataka,chamarajanagar,2004,whole year,tobacco,100.0,74.0,Tobacco
karnataka,chamarajanagar,2004,whole year,turmeric,1417.0,6316.0,Turmeric
karnataka,chamarajanagar,2005,kharif,pigeon peas,1850.0,1019.0,Arhar/Tur
karnataka,chamarajanagar,2005,kharif,bajra,915.0,903.0,Bajra
karnataka,chamarajanagar,2005,kharif,castor seed,854.0,888.0,Castor seed
karnataka,chamarajanagar,2005,kharif,dry chillies,754.0,548.0,Dry chillies
karnataka,chamarajanagar,2005,kharif,groundnut,22830.0,19310.0,Groundnut
karnataka,chamarajanagar,2005,kharif,horse-gram,110.0,46.0,Horse-gram
karnataka,chamarajanagar,2005,kharif,jowar,26104.0,13875.0,Jowar
